,entity_name_digi,entity_name,value,cor_value,is_equal,is_substring,sequence_matcher,levenshtein_dist,category,pdf_name,word_len,levenshtein_dist_perc,ocr_mistake,ner_mistake
10,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,1976416,10,0.0,False,False
11,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,1976416,8,0.0,False,False
12,recipient_name,recipient_name,"Fučík & partneři, s.r.o.","Fučík & partneři, s.r.o.",1,1,1.0,0,text,1976416,24,0.0,False,False
13,sender_address,sender_address,Zelený pruh 1560/99 140 02 Praha 4,140 02 Praha 4,0,1,0.5833333333333334,20,text,1976416,34,0.5882352941176471,True,False
14,sender_tax_id,sender_dic,CZ64949541,CZ64949541,1,1,1.0,0,code,1976416,10,0.0,False,False
15,sender_register_id,sender_ic,64949541,64949541,1,1,1.0,0,code,1976416,8,0.0,False,False
16,sender_name,sender_name,"Asseco Solutions, a.s.","Asseco Solutions, a.s.",1,1,1.0,0,text,1976416,22,0.0,False,False
17,tax_detail_base,tax_detail_base,785.12,785.12,1,1,1.0,0,amount,1976416,6,0.0,False,False
18,tax_detail_tax,tax_detail_tax,164.88,,0,1,0.0,6,amount,1976416,6,1.0,False,True
19,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,1976416,2,0.0,False,False
20,total_base,total_amount_base,785.12,785.12,1,1,1.0,0,amount,1976416,6,0.0,False,False
21,total_due,total_amount_due,950.00,950.00,1,1,1.0,0,amount,1976416,6,0.0,False,False
22,total_incl_tax,total_amount_incl_tax,950.00,950.00,1,1,1.0,0,amount,1976416,6,0.0,False,False
23,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,1976416,4,0.0,False,False
24,total_tax,total_amount_tax,164.88,164.88,1,1,1.0,0,amount,1976416,6,0.0,False,False
25,var_sym,var_sym,12200600,12200600,1,1,1.0,0,code,1976416,8,0.0,False,False
0,bank_account,bank_account,43-6980790227/0100,43-6980790227/0100,1,1,1.0,0,code,1976478,18,0.0,False,False
1,bank_account,bank_account,43-6980790227/0100,43-06980790227/0100,0,0,0.972972972972973,1,code,1976478,18,0.05555555555555555,True,False
2,bic,bic,KOMBCZPP,KOMBCZPP,1,1,1.0,0,code,1976478,8,0.0,False,False
3,bic,bic,KOMBCZPP,KOMBCZPP,1,1,1.0,0,code,1976478,8,0.0,False,False
4,currency,currency,CZK,(CZK),0,1,0.75,2,misc,1976478,3,0.6666666666666666,True,False
5,due_date,date_due,2020-05-08,2020-05-08,1,1,1.0,0,date,1976478,10,0.0,False,False
6,issue_date,date_issue,2020-04-24,2020-04-24,1,1,1.0,0,date,1976478,10,0.0,False,False
7,issue_date,date_issue,2020-04-24,2020-04-24,1,1,1.0,0,date,1976478,10,0.0,False,False
8,taxable_supply_date,date_uzp,2020-04-24,2442020,0,0,0.47058823529411764,7,date,1976478,10,0.7,True,False
9,iban,iban,CZ5101000000436980790227,,0,1,0.0,24,code,1976478,24,1.0,False,True
10,iban,iban,CZ5101000000436980790227,CZ5101000000436980790227,1,1,1.0,0,code,1976478,24,0.0,False,False
11,invoice_id,invoice_id,PF20427226,,0,1,0.0,10,code,1976478,10,1.0,False,True
12,order_id,order_id,POW20022898,POW20022898,1,1,1.0,0,code,1976478,11,0.0,False,False
13,order_id,order_id,POW20022898,,0,1,0.0,11,code,1976478,11,1.0,False,True
14,recipient_address,recipient_address,Jiráskova 528/51 29301 Mladá Boleslav II Česká republika,29301 Mladá Boleslav II,0,1,0.5822784810126582,33,text,1976478,56,0.5892857142857143,True,False
15,recipient_address,recipient_address,Jiraskova 528/51 29301 Mladá Boleslav II Česká republika,29301 Mladá Boleslav I/,0,0,0.5569620253164557,34,text,1976478,56,0.6071428571428571,True,False
16,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976478,10,0.0,False,False
17,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976478,10,0.0,False,False
18,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976478,8,0.0,False,False
19,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976478,8,0.0,False,False
20,recipient_name,recipient_name,HOLLEN CZ s.r.o.,HOLLEN Czs. F.0:,0,0,0.6875,6,text,1976478,16,0.375,True,False
21,recipient_name,recipient_name,HOLLEN CZ s.r.o.,HOLLEN CZ s.r.o.,1,1,1.0,0,text,1976478,16,0.0,False,False
22,sender_address,sender_address,Plzeňská 3070 700 30 Ostrava -Zábřeh Česká republika,7oo 30 Ostrava,0,0,0.36363636363636365,40,text,1976478,52,0.7692307692307693,True,False
23,sender_address,sender_address,Plzeňská 3070 700 30 Ostrava - Zábřeh,700 30 Ostrava - - Zábřeh,0,0,0.7419354838709677,16,text,1976478,37,0.43243243243243246,True,False
24,sender_tax_id,sender_dic,CZ27830306,CZ27830306,1,1,1.0,0,code,1976478,10,0.0,False,False
25,sender_tax_id,sender_dic,CZ27830306,CZ27830306,1,1,1.0,0,code,1976478,10,0.0,False,False
26,sender_register_id,sender_ic,27830306,27830306,1,1,1.0,0,code,1976478,8,0.0,False,False
27,sender_register_id,sender_ic,27830306,27830306,1,1,1.0,0,code,1976478,8,0.0,False,False
28,sender_name,sender_name,B2B Partner s.r.o.,B2B Partner s.r.o.,1,1,1.0,0,text,1976478,18,0.0,False,False
29,sender_name,sender_name,B2B Partner s.r.o.,B2B Partner s.r.o.,1,1,1.0,0,text,1976478,18,0.0,False,False
30,total_base,total_amount_base,6548.00,6548.00,1,1,1.0,0,amount,1976478,7,0.0,False,False
31,total_base,total_amount_base,6548.00,6548.00,1,1,1.0,0,amount,1976478,7,0.0,False,False
32,total_due,total_amount_due,7923.08,,0,1,0.0,7,amount,1976478,7,1.0,False,True
33,total_tax,total_amount_tax,1375.08,,0,1,0.0,7,amount,1976478,7,1.0,False,True
34,total_tax,total_amount_tax,1375.08,1375.08,1,1,1.0,0,amount,1976478,7,0.0,False,False
35,var_sym,var_sym,20427226,20427226,1,1,1.0,0,code,1976478,8,0.0,False,False
0,bank_account,bank_account,5040017715/5500,5040017715/5500,1,1,1.0,0,code,1976479,15,0.0,False,False
1,bic,bic,RZBCCZPP,RZBCCZPP,1,1,1.0,0,code,1976479,8,0.0,False,False
2,currency,currency,CZK,CZK:,0,1,0.8571428571428571,1,misc,1976479,3,0.3333333333333333,True,False
3,due_date,date_due,2020-05-30,2020-05-30,1,1,1.0,0,date,1976479,10,0.0,False,False
4,issue_date,date_issue,2020-04-30,2020-04-30,1,1,1.0,0,date,1976479,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,1976479,10,0.0,False,False
6,iban,iban,CZ3655000000005040017715,CZ3655000000005040017715,1,1,1.0,0,code,1976479,24,0.0,False,False
7,invoice_id,invoice_id,1702004121,1702004121,1,1,1.0,0,code,1976479,10,0.0,False,False
8,recipient_address,recipient_address,Jiráskova 528/51 293 01 Mladá Boleslav Česká republika,293 01 Mladá Boleslav 1,0,0,0.5714285714285714,32,text,1976479,54,0.5925925925925926,True,False
9,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976479,10,0.0,False,False
10,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976479,8,0.0,False,False
11,recipient_name,recipient_name,HOLLEN CZ s. r. o.,HOLLEN CZ s r. 0,0,0,0.8823529411764706,3,text,1976479,18,0.16666666666666666,True,False
12,sender_address,sender_address,120 00 Praha 2 Karlovo nám. 559/28 Česká republika,120 00 Praha 2 Karlovo nám. 559/28,0,1,0.8095238095238095,16,text,1976479,50,0.32,True,False
13,sender_tax_id,sender_dic,CZ27392431,CZ27392431,1,1,1.0,0,code,1976479,10,0.0,False,False
14,sender_register_id,sender_ic,27392431,27392431,1,1,1.0,0,code,1976479,8,0.0,False,False
15,sender_name,sender_name,RAMIRENT s.r.o,RAMIRENT s.r.o,1,1,1.0,0,text,1976479,14,0.0,False,False
16,sender_name,sender_name,RAMIRENT s.r.o.,,0,1,0.0,15,text,1976479,15,1.0,False,True
17,sender_name,sender_name,RAMIRENT s.r.o.,,0,1,0.0,15,text,1976479,15,1.0,False,True
18,total_base,total_amount_base,7161.19,,0,1,0.0,7,amount,1976479,7,1.0,False,True
19,total_base,total_amount_base,7161.19,,0,1,0.0,7,amount,1976479,7,1.0,False,True
20,total_due,total_amount_due,8665.00,,0,1,0.0,7,amount,1976479,7,1.0,False,True
21,total_incl_tax,total_amount_incl_tax,8665.00,,0,1,0.0,7,amount,1976479,7,1.0,False,True
22,total_rounding,total_amount_rounding,0.19,,0,1,0.0,4,amount,1976479,4,1.0,False,True
23,total_tax,total_amount_tax,1503.81,,0,1,0.0,7,amount,1976479,7,1.0,False,True
24,total_tax,total_amount_tax,503..81,,0,1,0.0,7,amount,1976479,7,1.0,False,True
25,var_sym,var_sym,1702004121,1702004121,1,1,1.0,0,code,1976479,10,0.0,False,False
0,bank_account,bank_account,8010-0808006923/0300,8010-0808006923/0300,1,1,1.0,0,code,1976480,20,0.0,False,False
1,bic,bic,CEKOCZPP,CEKOCZPP,1,1,1.0,0,code,1976480,8,0.0,False,False
2,currency,currency,CZK,CZK,1,1,1.0,0,misc,1976480,3,0.0,False,False
3,due_date,date_due,2020-05-14,2020-05-14,1,1,1.0,0,date,1976480,10,0.0,False,False
4,issue_date,date_issue,2020-04-30,2020-04-30,1,1,1.0,0,date,1976480,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,1976480,10,0.0,False,False
6,iban,iban,CZ1803000080100808006923,CZ1803000080100808006923,1,1,1.0,0,code,1976480,24,0.0,False,False
7,invoice_id,invoice_id,27920271006918,27920271006918,1,1,1.0,0,code,1976480,14,0.0,False,False
8,invoice_id,invoice_id,27920271006918,,0,1,0.0,14,code,1976480,14,1.0,False,True
9,order_id,order_id,27180190,27180190,1,1,1.0,0,code,1976480,8,0.0,False,False
10,order_id,order_id,27180190,,0,1,0.0,8,code,1976480,8,1.0,False,True
11,recipient_address,recipient_address,Jiráskova 528/51 29301 Mladá Boleslav,29301 Mladá Boleslav,0,1,0.7017543859649122,17,text,1976480,37,0.4594594594594595,True,False
12,recipient_address,recipient_address,Jiráskova 528/51 293 01 Mladá Boleslav,,0,1,0.0,38,text,1976480,38,1.0,False,True
13,recipient_address,recipient_address,Jiráskova 528/51 29301 Mladá Boleslav,,0,1,0.0,37,text,1976480,37,1.0,False,True
14,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976480,10,0.0,False,False
15,recipient_tax_id,recipient_dic,CZ28978013,,0,1,0.0,10,code,1976480,10,1.0,False,True
16,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976480,8,0.0,False,False
17,recipient_register_id,recipient_ic,28978013,,0,1,0.0,8,code,1976480,8,1.0,False,True
18,recipient_name,recipient_name,HOLLEN CZ s. r. o.,HOLLEN CZ s.r.o.,0,0,0.9411764705882353,2,text,1976480,18,0.1111111111111111,True,False
19,recipient_name,recipient_name,HOLLEN CZ s. r. o.,,0,1,0.0,18,text,1976480,18,1.0,False,True
20,recipient_name,recipient_name,HOLLEN CZ s. r. o.,,0,1,0.0,18,text,1976480,18,1.0,False,True
21,sender_address,sender_address,V Aleji 131 54101 Trutnov,VAlejl 131,0,0,0.5142857142857142,16,text,1976480,25,0.64,True,False
22,sender_address,sender_address,"Trutnov, V Aleji 131, PSČ 54101",,0,1,0.0,31,text,1976480,31,1.0,False,True
23,sender_address,sender_address,"Trutnov, V Aleji 131, PSČ 54101",,0,1,0.0,31,text,1976480,31,1.0,False,True
24,sender_address,sender_address,V Aleji 131 54101 Trutnov,,0,1,0.0,25,text,1976480,25,1.0,False,True
25,sender_tax_id,sender_dic,CZ62063588,CZ62063588,1,1,1.0,0,code,1976480,10,0.0,False,False
26,sender_tax_id,sender_dic,CZ62063588,,0,1,0.0,10,code,1976480,10,1.0,False,True
27,sender_register_id,sender_ic,62063588,62063588,1,1,1.0,0,code,1976480,8,0.0,False,False
28,sender_register_id,sender_ic,62063588,,0,1,0.0,8,code,1976480,8,1.0,False,True
29,sender_register_id,sender_ic,62063588,,0,1,0.0,8,code,1976480,8,1.0,False,True
30,sender_register_id,sender_ic,62063588,,0,1,0.0,8,code,1976480,8,1.0,False,True
31,sender_name,sender_name,TRANSPORT Trutnov s.r.o.,TRANSPORT Trutnov s.r.o..,0,1,0.9795918367346939,1,text,1976480,24,0.041666666666666664,True,False
32,sender_name,sender_name,TRANSPORT Trutnov s.r.o.,,0,1,0.0,24,text,1976480,24,1.0,False,True
33,sender_name,sender_name,TRANSPORT Trutnov s.r.o.,,0,1,0.0,24,text,1976480,24,1.0,False,True
34,sender_name,sender_name,TRANSPORT Trutnov s.r.o.,,0,1,0.0,24,text,1976480,24,1.0,False,True
35,tax_detail_base,tax_detail_base,4339.30,4339.30,1,1,1.0,0,amount,1976480,7,0.0,False,False
36,tax_detail_tax,tax_detail_tax,909.99,909.99,1,1,1.0,0,amount,1976480,6,0.0,False,False
37,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,1976480,2,0.0,False,False
38,total_base,total_amount_base,4333.30,4333.30,1,1,1.0,0,amount,1976480,7,0.0,False,False
39,total_base,total_amount_base,4333.30,4333.30,1,1,1.0,0,amount,1976480,7,0.0,False,False
40,total_base,total_amount_base,4333.30,,0,1,0.0,7,amount,1976480,7,1.0,False,True
41,total_due,total_amount_due,5243.29,,0,1,0.0,7,amount,1976480,7,1.0,False,True
42,total_incl_tax,total_amount_incl_tax,5243.29,5243.29,1,1,1.0,0,amount,1976480,7,0.0,False,False
43,total_incl_tax,total_amount_incl_tax,5243.29,,0,1,0.0,7,amount,1976480,7,1.0,False,True
44,total_tax,total_amount_tax,909.99,909.99,1,1,1.0,0,amount,1976480,6,0.0,False,False
45,total_tax,total_amount_tax,909.99,909.99,1,1,1.0,0,amount,1976480,6,0.0,False,False
46,var_sym,var_sym,0271006918,0271006918,1,1,1.0,0,code,1976480,10,0.0,False,False
0,bank_account,bank_account,2104432499/2700,2104432499/2700,1,1,1.0,0,code,1976487,15,0.0,False,False
1,bic,bic,BACXCZPP,BACXCZPP,1,1,1.0,0,code,1976487,8,0.0,False,False
2,currency,currency,CZK,Kč,0,0,0.4,3,misc,1976487,3,1.0,True,False
3,due_date,date_due,2020-05-12,2020-05-12,1,1,1.0,0,date,1976487,10,0.0,False,False
4,issue_date,date_issue,2020-04-28,2020-04-28,1,1,1.0,0,date,1976487,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-04-28,2020-04-28,1,1,1.0,0,date,1976487,10,0.0,False,False
6,description,description,Služby BOZP a PO,,0,1,0.0,16,text,1976487,16,1.0,False,True
7,iban,iban,CZ0827000000002104432499,CZ08270000000021t0443249,0,0,0.9583333333333334,2,code,1976487,24,0.08333333333333333,True,False
8,invoice_id,invoice_id,200210364,200210364,1,1,1.0,0,code,1976487,9,0.0,False,False
9,invoice_id,invoice_id,200210364,200210364,1,1,1.0,0,code,1976487,9,0.0,False,False
10,recipient_address,recipient_address,Jiráskova 528/51 293 01 Mladá Boleslav,293 01 Mladá Boleslav,0,1,0.711864406779661,17,text,1976487,38,0.4473684210526316,True,False
11,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976487,10,0.0,False,False
12,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976487,8,0.0,False,False
13,recipient_name,recipient_name,HOLLEN CZ s. r. o.,HOLLEN CZ s.r.o.,0,0,0.9411764705882353,2,text,1976487,18,0.1111111111111111,True,False
14,sender_address,sender_address,K lindě 700/3 19015 Praha 9,K lindě 700/3,0,1,0.65,14,text,1976487,27,0.5185185185185185,True,False
15,sender_tax_id,sender_dic,CZ48115398,CZ48115398,1,1,1.0,0,code,1976487,10,0.0,False,False
16,sender_register_id,sender_ic,48115398,48115398,1,1,1.0,0,code,1976487,8,0.0,False,False
17,sender_name,sender_name,CIVOP s.r.o.,CIVOP s.r.o.,1,1,1.0,0,text,1976487,12,0.0,False,False
18,tax_detail_base,tax_detail_base,6000.00,6000.00,1,1,1.0,0,amount,1976487,7,0.0,False,False
19,tax_detail_tax,tax_detail_tax,1260.00,1260.00,1,1,1.0,0,amount,1976487,7,0.0,False,False
20,tax_rate,tax_rate,21,,0,1,0.0,2,misc,1976487,2,1.0,False,True
21,total_base,total_amount_base,6000.00,,0,1,0.0,7,amount,1976487,7,1.0,False,True
22,total_base,total_amount_base,6000.00,6000.00,1,1,1.0,0,amount,1976487,7,0.0,False,False
23,total_due,total_amount_due,7260.00,7260.00,1,1,1.0,0,amount,1976487,7,0.0,False,False
24,total_incl_tax,total_amount_incl_tax,7260.00,,0,1,0.0,7,amount,1976487,7,1.0,False,True
25,total_incl_tax,total_amount_incl_tax,7260.00,7260.00,1,1,1.0,0,amount,1976487,7,0.0,False,False
26,total_tax,total_amount_tax,1260.00,1260.00,1,1,1.0,0,amount,1976487,7,0.0,False,False
27,var_sym,var_sym,200210364,200210364,1,1,1.0,0,code,1976487,9,0.0,False,False
0,bank_account,bank_account,1000053254/2700,1000053254/2700,1,1,1.0,0,code,1976488,15,0.0,False,False
1,bic,bic,BACXCZPPXXX,BACXCZPPXXX,1,1,1.0,0,code,1976488,11,0.0,False,False
2,currency,currency,CZK,CZK,1,1,1.0,0,misc,1976488,3,0.0,False,False
3,due_date,date_due,2020-05-12,12.05.^2020,0,0,0.38095238095238093,9,date,1976488,10,0.9,True,False
4,issue_date,date_issue,2020-04-28,2020-04-28,1,1,1.0,0,date,1976488,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-03-31,2020-03-31,1,1,1.0,0,date,1976488,10,0.0,False,False
6,description,description,"Fakturujeme Vám Zprostředkovatelská provize za Warenfilter, období březen 2020","Fakturuj eme Vám Zprostředkovatelská provize za Warenfilter, období březen 2020",0,0,0.9936305732484076,1,text,1976488,78,0.01282051282051282,True,False
7,iban,iban,CZ1927000000001000053254,CZ1927000000001000053254,1,1,1.0,0,code,1976488,24,0.0,False,False
8,invoice_id,invoice_id,66012144,66012144,1,1,1.0,0,code,1976488,8,0.0,False,False
9,recipient_address,recipient_address,Jiráskova 528/51 293 01 Mladá Boleslav Česká republika,Jiráskova 528/51,0,1,0.45714285714285713,38,text,1976488,54,0.7037037037037037,True,False
10,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976488,10,0.0,False,False
11,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976488,8,0.0,False,False
12,recipient_name,recipient_name,HOLLEN CZ s. r. o.,HOLLEN cz s . r . 0,0,0,0.7567567567567568,6,text,1976488,18,0.3333333333333333,True,False
13,sender_address,sender_address,"tř.Václava Klementa 869, Mladá Boleslav II, 293 01 Mladá Boleslav, Czech Republic,","tř.Václava Klementa 8 69 , Ml adá Boleslav T T, 293 01 Mladá Boleslav, Czech Republic",0,0,0.9461077844311377,7,text,1976488,82,0.08536585365853659,True,False
14,sender_tax_id,sender_dic,CZ00177041,cz0077041,0,0,0.7368421052631579,3,code,1976488,10,0.3,True,False
15,sender_register_id,sender_ic,00177041,00177041,1,1,1.0,0,code,1976488,8,0.0,False,False
16,sender_name,sender_name,ŠKODA AUTO a.s.,SKODA AUTO a . 5,0,0,0.7741935483870968,4,text,1976488,15,0.26666666666666666,True,False
17,total_base,total_amount_base,46419.11,46419.11,1,1,1.0,0,amount,1976488,8,0.0,False,False
18,total_due,total_amount_due,56167.12,56167.12,1,1,1.0,0,amount,1976488,8,0.0,False,False
19,total_tax,total_amount_tax,9748.01,,0,1,0.0,7,amount,1976488,7,1.0,False,True
0,bank_account,bank_account,2171532/0800,35-3355550267/01002171532/0800,0,1,0.5714285714285714,18,code,1976489,12,1.5,True,False
1,bank_account,bank_account,188505042/0300,1885050421030012650980011/5500,0,0,0.5909090909090909,17,code,1976489,14,1.2142857142857142,True,False
2,bank_account,bank_account,1265098001/5500,1885050421030012650980011/5500,0,0,0.6666666666666666,15,code,1976489,15,1.0,True,False
3,bank_account,bank_account,35-3355550267/0100,35-3355550267/01002171532/0800,0,1,0.75,12,code,1976489,18,0.6666666666666666,True,False
4,currency,currency,CZK,,0,1,0.0,3,misc,1976489,3,1.0,False,True
5,due_date,date_due,2020-05-08,2020-05-08,1,1,1.0,0,date,1976489,10,0.0,False,False
6,issue_date,date_issue,2020-04-24,2020-04-24,1,1,1.0,0,date,1976489,10,0.0,False,False
7,taxable_supply_date,date_uzp,2020-04-24,2020-04-24,1,1,1.0,0,date,1976489,10,0.0,False,False
8,description,description,"Brašna na notebook Lenovo Toploader T210 15.6"" šedá",,0,1,0.0,51,text,1976489,51,1.0,False,True
9,invoice_id,invoice_id,2203056577,-2203056577,0,1,0.9523809523809523,1,code,1976489,10,0.1,True,False
10,recipient_address,recipient_address,Jiráskova 528/51 29301 Mladá Boleslav 1,Mladá Boleslav 1,0,1,0.5818181818181818,23,text,1976489,39,0.5897435897435898,True,False
11,recipient_tax_id,recipient_dic,CZ28978013,CZ28978013,1,1,1.0,0,code,1976489,10,0.0,False,False
12,recipient_register_id,recipient_ic,28978013,28978013,1,1,1.0,0,code,1976489,8,0.0,False,False
13,recipient_name,recipient_name,HOLLEN CZ s.r.o.,HOLLEN CZ s.r.o.,1,1,1.0,0,text,1976489,16,0.0,False,False
14,recipient_vat_id,recipient_vat,CZ28978013,CZ28978013,1,1,1.0,0,code,1976489,10,0.0,False,False
15,sender_address,sender_address,"Jankovcova 1522/53, 17000 Praha 7","Jankovcova 1522/53 , 17000 Praha 7",0,0,0.9850746268656716,1,text,1976489,33,0.030303030303030304,True,False
16,sender_tax_id,sender_dic,CZ27082440,CZ27082440,1,1,1.0,0,code,1976489,10,0.0,False,False
17,sender_register_id,sender_ic,27082440,27082440,1,1,1.0,0,code,1976489,8,0.0,False,False
18,sender_name,sender_name,Alza.cz a.s.,Alza.cz a.s.,1,1,1.0,0,text,1976489,12,0.0,False,False
19,total_base,total_amount_base,350.62,,0,1,0.0,6,amount,1976489,6,1.0,False,True
20,total_due,total_amount_due,424.00,424.00,1,1,1.0,0,amount,1976489,6,0.0,False,False
21,total_incl_tax,total_amount_incl_tax,424.26,424.26,1,1,1.0,0,amount,1976489,6,0.0,False,False
22,total_rounding,total_amount_rounding,-0.26,-0.26,1,1,1.0,0,amount,1976489,5,0.0,False,False
23,total_tax,total_amount_tax,73.64,,0,1,0.0,5,amount,1976489,5,1.0,False,True
24,var_sym,var_sym,2005449021,2005449021,1,1,1.0,0,code,1976489,10,0.0,False,False
0,bank_account,bank_account,2766412083/0800,2766412083/0800,1,1,1.0,0,code,1978915,15,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,1978915,3,1.0,True,False
2,due_date,date_due,2020-05-10,2020-05-10,1,1,1.0,0,date,1978915,10,0.0,False,False
3,issue_date,date_issue,2020-04-20,2020-04-20,1,1,1.0,0,date,1978915,10,0.0,False,False
